"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","1020","11400","11","62","714","42"
"2","Counter-Strike: Global Offensive","75","720","9","12","220","176"
"3","Rocket League","45","390","8","11","0","0"
