"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Parasite Eve","300","1905","5","13","13","2.6"
"2","Boktai: The Sun Is in Your Hand","240","1515","6","9","11","2.75"
"3","Bloodstained: Ritual of the Night","240","1350","5","9","6","1.5"
"4","Fire Emblem: Three Houses","210","1005","4","6","3","0.857142"
"5","Super Mario Maker 2","120","780","5","11","9","4.5"
"6","Retro","90","360","4","8","22","14.666666"
"7","I Wanna Be the Guy","75","570","7","10","0","0"
"8","Pokémon Crystal","45","390","8","10","2","2.666666"
"9","Metroid: Zero Mission","45","210","4","6","4","5.333333"
