"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dota Underlords","2595","286665","104","205","35058","810.589595"
"2","SMITE","2265","193140","85","176","10783","285.642384"
"3","Sekiro: Shadows Die Twice","750","41175","58","92","2046","163.68"
"4","Paladins","675","47595","71","136","2483","220.711111"
"5","Dead by Daylight","405","35715","82","147","4104","608"
"6","Devil May Cry 5","270","14655","54","67","340","75.555555"
"7","Realm Royale Reforged","165","14790","83","118","791","287.636363"
"8","Let It Die","150","15030","100","136","3941","1576.4"
"9","God Eater 3","135","6900","51","57","482","214.222222"
"10","Apex Legends","120","13590","113","128","2302","1151"
"11","DARK SOULS III","60","3855","64","70","304","304"
