"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Call of Duty: Black Ops 4","2415","5160","1","5","61","1.515527"
"2","Fortnite","720","1695","2","4","21","1.75"
"3","Apex Legends","195","525","2","4","3","0.923076"
"4","Call of Duty: Infinite Warfare","180","585","3","6","10","3.333333"
