"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Hollow Knight","1020","11265","11","28","246","14.470588"
"2","Super Mario 64","855","17730","19","47","303","21.263157"
"3","FINAL FANTASY XIV ONLINE","510","3990","7","22","80","9.411764"
"4","Monster Hunter: World","210","1665","7","14","27","7.714285"
"5","Friday the 13th: The Game","180","2100","11","15","39","13"
"6","Twitch Sings","180","2265","12","17","40","13.333333"
"7","Hand of Fate 2","150","2205","14","24","65","26"
"8","Warhammer: Vermintide 2","150","1845","12","20","49","19.6"
"9","Risk of Rain 2","135","1290","9","14","63","28"
"10","Music","135","1800","13","22","51","22.666666"
"11","Left 4 Dead 2","60","450","7","11","25","25"
"12","Just Chatting","15","165","11","11","14","56"
