"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Quake Champions","4365","39060","7","34","1750","24.054982"
"2","Dead by Daylight","3390","22770","7","16","797","14.106194"
"3","PUBG: BATTLEGROUNDS","2430","19185","9","17","671","16.567901"
"4","Marbles on Stream","1170","13785","11","23","571","29.282051"
"5","Just Cause 4","810","5700","6","11","141","10.444444"
"6","Art","360","3600","10","14","57","9.5"
"7","Lineage II: The Chaotic Throne - The 1st Throne: The Kamael","330","3105","8","13","187","34"
"8","Portal","120","1125","9","10","5","2.5"
"9","Left 4 Dead 2","105","1440","13","17","31","17.714285"
"10","Ring of Elysium","90","855","9","13","66","44"
"11","Counter-Strike: Global Offensive","75","690","9","10","17","13.6"
"12","Portal 2","60","615","10","12","6","6"
"13","Dying Light","45","270","6","7","2","2.666666"
"14","SUPERHOT","30","240","8","9","10","20"
"15","Just Cause 3","15","150","10","10","10","40"
