"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","7260","144720","18","48","3734","30.859504"
"2","Apex Legends","2880","57075","19","34","1787","37.229166"
"3","Tom Clancy's Rainbow Six Siege","2010","44310","21","35","1085","32.388059"
"4","Gears 5","1260","30465","25","45","711","33.857142"
"5","Grand Theft Auto V","1005","19095","17","28","348","20.776119"
"6","FIFA 19","735","16755","21","39","407","33.224489"
"7","Just Chatting","300","6660","22","30","191","38.2"
"8","Just Cause 4","255","6540","25","31","241","56.705882"
"9","Twitch Sings","195","2790","14","17","87","26.76923"
"10","Friday the 13th: The Game","150","2925","23","35","77","30.8"
"11","Outlast","120","2595","15","27","55","27.5"
"12","Dead by Daylight","105","1965","19","32","66","37.714285"
"13","Dead Rising 4","75","750","10","16","15","12"
"14","PUBG: BATTLEGROUNDS","60","1500","25","27","22","22"
"15","Call of Duty: Black Ops 4","45","450","10","11","20","26.666666"
"16","PAYDAY 2","30","900","30","33","14","28"
"17","UNO","30","465","15","16","5","10"
"18","ROBLOX","15","135","9","9","0","0"
"19","Minecraft","15","180","12","12","0","0"
"20","Unlisted on Twitch","15","225","15","15","12","48"
