"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","5550","2687790","447","1147","225289","2435.556756"
"2","PUBG: BATTLEGROUNDS","1320","452850","301","541","60589","2754.045454"
"3","Age of Empires II","480","201930","408","572","16173","2021.625"
"4","League of Legends","180","69600","371","550","5159","1719.666666"
"5","Chess","180","66840","371","401","10707","3569"
"6","Visage","75","28440","379","501","3090","2472"
"7","Saint Seiya: Soldiers' Soul","60","14460","241","281","301","301"
"8","Cuphead","45","14190","287","391","2182","2909.333333"
"9","Travel & Outdoors","45","12390","275","354","1713","2284"
"10","FIVE NIGHTS AT FREDDY'S: HELP WANTED","45","14550","323","331","1390","1853.333333"
"11","Beat Saber","15","5145","343","343","1087","4348"
"12","Golf With Your Friends","15","5175","345","345","721","2884"
