"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","2385","36450","14","37","841","21.157232"
"2","Dragon Quest Builders 2","975","14895","14","23","391","24.061538"
"3","Alan Wake","555","7425","12","17","183","19.783783"
"4","The House of da Vinci","480","6510","13","28","173","21.625"
"5","League of Legends","450","5880","13","17","164","21.866666"
"6","Just Chatting","450","7170","15","27","281","37.466666"
"7","The Sims 4","435","6255","14","19","136","18.75862"
"8","Monstrum","420","6825","16","24","119","17"
"9","Alan Wake's American Nightmare","270","3780","14","18","80","17.777777"
"10","SIMULACRA","255","3915","15","19","54","12.705882"
"11","The Forest","225","3045","13","18","51","13.6"
"12","Games + Demos","75","1305","17","19","29","23.2"
"13","Far Cry 3","75","1605","21","26","53","42.4"
"14","Borderlands 2","30","255","8","17","18","36"
"15","Unlisted on Twitch","30","555","18","22","53","106"
