"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Rocket League","540","6975","12","21","353","39.222222"
"2","Fortnite","210","1275","5","15","73","20.857142"
"3","Just Chatting","30","165","5","7","7","14"
