"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Sims 4","1455","39105","26","45","626","25.814432"
"2","Just Chatting","390","12960","33","63","412","63.384615"
"3","Talk Shows & Podcasts","240","3705","16","22","64","16"
"4","The Gardens Between","240","6645","27","39","193","48.25"
"5","Dead by Daylight","135","4020","29","34","34","15.111111"
"6","Beauty & Body Art","135","8370","62","210","228","101.333333"
"7","Night Call","105","1620","15","22","51","29.142857"
"8","Grand Theft Auto V","105","2730","26","31","33","18.857142"
"9","Art","60","960","16","19","19","19"
"10","Makers & Crafting","45","1995","44","48","61","81.333333"
