"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Overwatch","855","18330","21","34","385","27.017543"
"2","Tom Clancy's Rainbow Six Siege","795","16335","19","45","333","25.132075"
"3","World of Warcraft","780","17190","21","30","450","34.615384"
"4","Fortnite","720","12555","16","26","303","25.25"
"5","Conan Exiles","720","31035","36","96","2868","239"
"6","The Sims 4","525","7350","13","25","186","21.257142"
"7","ROBLOX","525","14160","29","39","399","45.6"
"8","Minecraft","525","11340","22","32","321","36.685714"
"9","Stardew Valley","315","5220","17","21","148","28.190476"
"10","PUBG: BATTLEGROUNDS","300","6525","21","27","204","40.8"
"11","theHunter: Call of the Wild","225","4650","20","24","73","19.466666"
"12","Grand Theft Auto V","195","5505","28","33","139","42.76923"
"13","Dead by Daylight","165","3900","23","28","59","21.454545"
"14","Pacify","150","3165","21","27","130","52"
"15","The Bunker","135","2550","18","21","75","33.333333"
"16","Raft","120","2805","23","27","54","27"
"17","Counter-Strike: Global Offensive","120","2460","20","25","55","27.5"
"18","Do Not Feed the Monkeys","90","1845","20","23","59","39.333333"
"19","PixArk","75","1650","22","24","67","53.6"
"20","She Sees Red","60","975","16","18","35","35"
"21","Unlisted on Twitch","45","750","16","20","51","68"
"22","Just Chatting","15","345","23","23","0","0"
