"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Unlisted on Twitch","120","13755","114","191","447","223.5"
"2","Just Chatting","75","25605","214","741","926","740.8"
"3","Fortnite","45","30","0","1","0","0"
