"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PUBG: BATTLEGROUNDS","5205","45450","8","25","1648","18.997118"
"2","Sid Meier's Civilization VI","630","4980","7","12","232","22.095238"
"3","Battlefield V","630","5070","5","16","214","20.380952"
"4","Anno 1800","525","4770","8","22","195","22.285714"
"5","Fitness & Health","225","960","4","10","78","20.8"
"6","Company of Heroes 2","195","885","4","10","50","15.384615"
"7","League of Legends","165","675","3","6","51","18.545454"
"8","Metro Exodus","150","525","3","9","38","15.2"
"9","World of Warships","90","420","4","7","9","6"
"10","Iron Harvest","15","45","3","3","14","56"
"11","Just Chatting","15","165","11","11","0","0"
