"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Rocket League","2505","10470","3","12","279","6.682634"
"2","Apex Legends","1275","5190","3","10","162","7.623529"
"3","Fortnite","660","2580","3","8","77","7"
"4","Call of Duty: Black Ops II","615","2355","3","8","44","4.292682"
"5","Call of Duty: Black Ops 4","510","1920","3","7","54","6.352941"
"6","Call of Duty: Black Ops","405","2235","4","8","31","4.592592"
"7","Overwatch","375","1305","3","5","34","5.44"
"8","Minecraft","225","810","3","5","14","3.733333"
"9","Call of Duty: Modern Warfare 3","105","420","4","7","6","3.428571"
"10","Counter-Strike: Global Offensive","105","540","4","7","7","4"
"11","Tom Clancy's Rainbow Six Siege","105","675","5","9","17","9.714285"
"12","Pokémon: Let's Go, Pikachu!","75","240","3","5","8","6.4"
"13","GeoGuessr","30","330","11","11","9","18"
"14","Call of Duty: Modern Warfare 2","15","45","3","3","7","28"
