"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Retro","1920","34650","16","37","619","19.34375"
"2","Darkest Dungeon","1590","26355","17","39","579","21.849056"
"3","Resident Evil 4","1470","21945","14","40","438","17.877551"
"4","EarthBound","465","5940","12","23","135","17.419354"
"5","The Evil Within","390","7755","15","32","116","17.846153"
"6","The Evil Within 2","285","2565","9","14","52","10.947368"
"7","Resident Evil 5","255","5250","18","31","55","12.941176"
"8","Resident Evil 2","240","3255","13","21","57","14.25"
"9","Resident Evil","195","3345","16","24","70","21.538461"
"10","Metroid Prime","180","2175","12","21","31","10.333333"
"11","Resident Evil 7: Biohazard","90","2070","23","24","53","35.333333"
