"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","735","1665","1","6","69","5.632653"
"2","FINAL FANTASY XIV ONLINE","735","2325","3","5","49","4"
"3","Dead by Daylight","270","675","1","5","30","6.666666"
"4","Apex Legends","120","360","3","5","22","11"
"5","Teamfight Tactics","75","195","2","6","11","8.8"
"6","Age of Empires II","60","210","3","5","9","9"
"7","Overwatch","45","90","2","3","7","9.333333"
