"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","21330","7009950","286","867","239743","674.382559"
"2","Unlisted on Twitch","4665","1229805","249","415","34122","438.868167"
"3","Dragon Quest Builders 2","1650","221055","131","188","11023","400.836363"
"4","Super Mario Maker 2","1065","172695","173","220","5880","331.267605"
"5","Teamfight Tactics","510","52950","105","156","2879","338.705882"
"6","They Are Billions","450","58200","127","180","5512","734.933333"
"7","The Surge 2","165","24450","148","174","1163","422.90909"
"8","Forza Horizon 4","90","14340","159","173","872","581.333333"
"9","World of Warcraft","45","3390","75","77","245","326.666666"
"10","Special Events","45","10785","239","250","2031","2708"
